,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q22,p_gender_sdc,p_age_group_sdc,p_education_sdc,Q18_categorized,Q20_categorized,Q13_combined,Q13_betting_ways
1435,Q1_1,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,0,1,0,1,1,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_1,Q16e_2,Q16f_2,Q16g_2,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2,Q22_3,p_gender_sdc_1,p_age_group_sdc_4,2,Q18_2,Q20_2,3,multiple_ways
1437,Q1_2,Q9a_2,Q9b_2,Q9c_3,Q9d_2,Q9e_2,0,1,0,0,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_4,3,Q18_0,Q20_2,1,single_way
1438,Q1_5,Q9a_3,Q9b_1,Q9c_3,Q9d_2,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_4,3,Q18_1,Q20_2,1,single_way
1440,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,1,0,1,0,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_2,Q22_3,p_gender_sdc_2,p_age_group_sdc_3,1,Q18_1,Q20_1,2,multiple_ways
1442,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_4,Q9e_4,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_4,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,3,Q18_1,Q20_2,1,single_way
1443,Q1_4,Q9a_4,Q9b_3,Q9c_4,Q9d_2,Q9e_4,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_2,Q16f_4,Q16g_1,Q16h_1,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_4,1,Q18_1,Q20_2,1,single_way
1444,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_4,Q17d_4,Q22_3,p_gender_sdc_2,p_age_group_sdc_3,1,Q18_0,Q20_1,1,single_way
1446,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_2,3,Q18_1,Q20_1,1,single_way
1450,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,1,1,1,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2,Q22_3,p_gender_sdc_1,p_age_group_sdc_2,2,Q18_1,Q20_1,4,multiple_ways
1452,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,0,0,1,0,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_D,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_2,Q17c_D,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_3,1,Q18_0,Q20_1,1,single_way
1453,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_4,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2,Q22_3,p_gender_sdc_2,p_age_group_sdc_2,1,Q18_1,Q20_2,1,single_way
1454,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_3,1,Q18_2,Q20_2,1,single_way
1455,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_3,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_1,Q20_1,1,single_way
1456,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,0,0,1,1,0,0,0,0,0,1,0,Q15a_3,Q15b_3,Q15c_3,Q15d_4,Q15e_3,Q15f_4,Q15g_3,Q15h_3,Q15i_2,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_1,Q16h_2,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_2,Q22_1,p_gender_sdc_2,p_age_group_sdc_4,1,Q18_1,Q20_2,2,multiple_ways
1457,Q1_5,Q9a_3,Q9b_1,Q9c_3,Q9d_3,Q9e_3,1,0,0,1,1,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_2,Q16d_4,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,3,Q18_1,Q20_1,3,multiple_ways
1458,Q1_1,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_2,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_D,Q17d_4,Q22_3,p_gender_sdc_1,p_age_group_sdc_4,2,Q18_1,Q20_1,1,single_way
1459,Q1_2,Q9a_2,Q9b_1,Q9c_2,Q9d_2,Q9e_2,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_2,Q16d_4,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4,Q22_3,p_gender_sdc_2,p_age_group_sdc_2,1,Q18_1,Q20_1,1,single_way
1460,Q1_1,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_4,3,Q18_1,Q20_1,1,single_way
1465,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_4,1,0,0,1,0,0,1,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_1,Q16h_3,Q16i_4,Q17a_3,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,2,Q18_1,Q20_1,3,multiple_ways
1467,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_2,1,1,1,0,1,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,3,Q18_1,Q20_1,4,multiple_ways
1468,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,0,0,0,1,1,0,1,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,2,Q18_1,Q20_2,3,multiple_ways
1472,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_3,0,0,0,1,1,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,3,Q18_0,Q20_2,2,multiple_ways
1473,Q1_2,Q9a_4,Q9b_4,Q9c_4,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_4,2,Q18_1,Q20_1,1,single_way
1474,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,0,0,1,1,0,0,0,0,1,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_0,Q20_0,3,multiple_ways
1475,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_1,Q9e_1,0,0,1,0,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_2,p_age_group_sdc_4, ,Q18_1,Q20_1,1,single_way
1478,Q1_2,Q9a_3,Q9b_4,Q9c_3,Q9d_2,Q9e_3,1,0,1,1,0,1,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_3,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_4,Q16i_1,Q17a_2,Q17b_4,Q17c_2,Q17d_1,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_0,Q20_2,4,multiple_ways
1480,Q1_4,Q9a_3,Q9b_4,Q9c_2,Q9d_2,Q9e_3,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,3,Q18_2,Q20_2,1,single_way
1481,Q1_2,Q9a_3,Q9b_3,Q9c_1,Q9d_2,Q9e_3,0,1,0,1,1,0,1,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,1,Q18_1,Q20_2,4,multiple_ways
1486,Q1_5,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,3,Q18_0,Q20_0,1,single_way
1487,Q1_1,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_2,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_4,1,Q18_1,Q20_1,1,single_way
1489,Q1_4,Q9a_4,Q9b_2,Q9c_3,Q9d_4,Q9e_3,1,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_4,Q16i_1,Q17a_2,Q17b_2,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_3,1,Q18_0,Q20_1,2,multiple_ways
1490,Q1_1,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_3,Q17c_2,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,3,Q18_2,Q20_1,1,single_way
1492,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,0,1,1,1,0,0,0,1,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_3,Q15f_4,Q15g_3,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_4,Q22_3,p_gender_sdc_1,p_age_group_sdc_3,1,Q18_1,Q20_1,4,multiple_ways
1495,Q1_5,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,1,1,1,1,1,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3,Q22_3,p_gender_sdc_2,p_age_group_sdc_3,2,Q18_0,Q20_1,5,multiple_ways
1497,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,0,0,1,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_2,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,2,Q18_0,Q20_1,2,multiple_ways
1498,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_1,Q16g_1,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_1,p_age_group_sdc_4,2,Q18_1,Q20_1,1,single_way
1503,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_4,Q9e_3,1,0,1,1,1,0,1,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_3,Q16d_4,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4,Q22_3,p_gender_sdc_2,p_age_group_sdc_4,1,Q18_1,Q20_1,5,multiple_ways
1510,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_2,Q9e_2,1,1,0,1,1,0,0,1,0,1,0,Q15a_3,Q15b_3,Q15c_4,Q15d_4,Q15e_3,Q15f_4,Q15g_3,Q15h_3,Q15i_4,Q16a_3,Q16b_1,Q16c_4,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_4,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_2,Q20_1,5,multiple_ways
1511,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_3,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_1,Q20_1,1,single_way
1515,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,0,0,1,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_D,Q17d_3,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,3,Q18_1,Q20_2,2,multiple_ways
1516,Q1_4,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_3,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_D,Q17b_2,Q17c_D,Q17d_3,Q22_3,p_gender_sdc_1,p_age_group_sdc_2,2,Q18_1,Q20_1,1,single_way
1518,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,0,0,1,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_3,Q15h_4,Q15i_4,Q16a_4,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_2,Q16h_4,Q16i_2,Q17a_2,Q17b_1,Q17c_3,Q17d_3,Q22_2,p_gender_sdc_2,p_age_group_sdc_2,1,Q18_0,Q20_1,2,multiple_ways
1519,Q1_2,Q9a_2,Q9b_2,Q9c_3,Q9d_3,Q9e_4,0,0,1,0,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_3,Q15d_4,Q15e_4,Q15f_4,Q15g_3,Q15h_3,Q15i_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_2,p_age_group_sdc_2,1,Q18_0,Q20_1,1,single_way
1521,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_3,Q17a_4,Q17b_3,Q17c_3,Q17d_2,Q22_1,p_gender_sdc_1,p_age_group_sdc_3,2,Q18_2,Q20_1,1,single_way
1522,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,0,0,0,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_1,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_2,2,Q18_1,Q20_2,1,single_way
1523,Q1_2,Q9a_3,Q9b_4,Q9c_4,Q9d_2,Q9e_3,0,1,1,1,0,0,0,1,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_3,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_1,Q16i_1,Q17a_3,Q17b_3,Q17c_1,Q17d_1,Q22_3,p_gender_sdc_1,p_age_group_sdc_2,2,Q18_1,Q20_1,4,multiple_ways
1524,Q1_1,Q9a_2,Q9b_1,Q9c_2,Q9d_1,Q9e_1,0,0,1,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_3,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_3,Q17d_3,Q22_1,p_gender_sdc_1,p_age_group_sdc_2,2,Q18_0,Q20_1,2,multiple_ways
1525,Q1_1,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,0,0,1,1,0,0,0,0,0,0,1,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_3,Q15h_4,Q15i_4,Q16a_4,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3,Q22_3,p_gender_sdc_2,p_age_group_sdc_2,1,Q18_1,Q20_2,3,multiple_ways
1527,Q1_2,Q9a_3,Q9b_4,Q9c_4,Q9d_3,Q9e_3,0,0,0,0,0,0,1,0,0,1,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_2,Q22_1,p_gender_sdc_2,p_age_group_sdc_3,3,Q18_1,Q20_1,1,single_way
1531,Q1_2,Q9a_4,Q9b_4,Q9c_3,Q9d_2,Q9e_3,1,0,1,1,0,0,0,0,0,0,0,Q15a_4,Q15b_4,Q15c_4,Q15d_4,Q15e_4,Q15f_4,Q15g_4,Q15h_4,Q15i_4,Q16a_2,Q16b_3,Q16c_4,Q16d_3,Q16e_3,Q16f_2,Q16g_2,Q16h_4,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2,Q22_1,p_gender_sdc_1,p_age_group_sdc_1,2,Q18_1,Q20_1,3,multiple_ways
