,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,p_gender_sdc,p_age_group_sdc,p_education_sdc,gambled_before
1020,4,3,4,3,3,3,4,1,4,4,1,4,1,2,2,4,1,4,4,7,8,3,2,3,1,1
1021,4,4,4,3,3,3,2,3,3,2,3,2,3,4,2,2,3,2,2,6,7,1,2,2,3,0
1022,4,4,3,3,3,4,2,1,3,4,1,3,3,3,3,4,2,3,2,7,5,1,2,3,2,1
1023,2,2,2,2,2,2,2,1,1,3,1,4,4,2,1,2,1,2,2,1,2,3,2,2,1,0
1024,2,3,3,3,-98,3,2,2,3,2,3,2,1,4,-98,3,-98,-98,2,5,-98,1,1,3,3,0
1025,4,3,3,3,4,4,3,2,2,3,2,3,2,2,2,3,2,3,4,3,8,3,2,1,1,1
1026,2,3,2,2,2,3,2,2,2,3,2,3,3,3,1,2,2,2,3,7,7,3,1,4,1,1
1027,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,3,2,2,7,7,1,1,4,3,0
1028,5,4,3,1,3,4,3,1,1,3,1,4,3,1,1,4,1,3,3,4,8,3,1,2,1,0
1029,2,3,3,2,2,3,2,2,2,3,2,4,3,3,3,4,3,2,2,5,5,3,2,3,2,0
1030,2,2,2,2,2,3,2,2,1,3,2,3,3,2,1,3,1,1,2,6,10,3,1,4,1,0
1031,2,2,1,2,3,4,2,1,2,2,2,3,2,3,3,3,2,4,1,5,7,2,1,3,1,0
1032,2,4,2,3,2,2,2,1,1,3,2,3,3,3,3,2,2,2,3,9,8,2,2,4,1,1
1033,2,2,3,2,2,3,2,2,2,4,2,4,4,2,1,2,4,2,4,7,1,1,1,3,3,1
1034,4,2,2,2,3,3,2,1,2,3,3,3,3,3,2,4,2,4,2,7,8,3,2,2,1,0
1035,2,3,3,2,3,3,2,1,3,3,2,3,2,3,1,2,2,3,3,5,7,2,1,1,2,1
1036,2,4,2,3,2,3,3,1,2,3,1,3,3,1,2,3,1,3,3,7,5,3,1,3,1,1
1037,2,3,2,3,3,2,3,1,1,3,2,4,2,3,2,4,2,3,3,5,7,2,1,1,3,1
1038,2,3,3,3,3,3,4,2,1,4,1,4,4,1,2,2,2,3,4,5,9,2,2,1,1,1
1039,2,3,3,3,3,3,2,2,2,2,2,4,2,2,1,3,2,2,3,8,7,1,1,2,3,0
1040,2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,3,3,2,2,7,7,1,1,3,2,0
1041,4,3,3,2,3,3,3,1,3,2,2,3,3,3,1,4,2,3,3,5,7,1,2,3,2,0
1042,2,3,2,2,2,3,3,1,1,3,1,4,4,2,1,2,2,2,3,3,4,3,2,2,1,1
1043,2,4,4,3,4,4,3,1,1,3,1,4,1,1,1,2,2,2,3,7,1,3,1,1,3,1
1044,4,4,3,3,3,3,2,2,2,3,1,4,3,3,2,3,2,3,4,7,9,3,2,1,3,1
1045,4,3,3,3,3,3,3,2,2,4,1,4,4,1,3,3,1,4,3,6,10,1,2,2,2,1
1046,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,2,4,1,1,6,6,3,1,3,1,0
1047,2,4,4,4,3,4,2,2,2,-98,3,-98,-98,3,2,3,3,3,2,3,8,1,2,4,2,0
1048,4,3,4,2,4,3,2,2,2,2,2,3,3,3,2,2,2,2,2,8,8,3,2,4,1,0
1049,2,3,3,3,3,3,3,2,2,3,1,3,3,2,2,2,2,3,3,5,8,1,2,2,2,0
1050,2,3,2,3,2,2,2,2,3,1,3,2,3,4,3,3,3,2,2,6,7,3,1,3,1,0
1051,2,3,3,3,2,3,2,1,2,3,2,4,3,2,2,4,1,3,3,3,7,3,1,2,1,0
1052,2,2,3,2,1,1,2,1,2,3,2,3,4,3,3,4,2,3,2,9,7,3,1,4,1,0
1053,4,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,2,2,3,5,8,3,1,3,1,1
1054,1,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,1,2,3,3,1
1055,4,3,3,2,2,3,3,1,2,3,1,3,3,3,2,4,1,3,3,7,7,3,2,2,1,0
1056,2,3,3,2,2,2,2,2,3,3,3,3,3,4,2,2,3,2,3,7,3,1,1,4,2,1
1057,4,4,4,3,3,4,2,1,1,4,2,3,3,1,2,4,1,4,3,6,8,3,1,4,1,0
1058,4,3,3,2,3,4,2,2,1,3,2,4,3,3,3,4,1,3,2,2,7,3,1,3,1,1
1059,4,4,3,3,2,3,4,2,1,4,1,4,4,1,1,2,1,3,4,7,2,3,1,3,1,0
1060,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,2,3,2,3,6,7,3,2,2,3,1
1061,2,4,2,3,2,3,2,2,1,3,2,3,3,2,3,2,3,2,2,8,8,3,2,2,1,0
1062,4,2,3,2,3,4,2,1,2,2,2,3,3,2,1,4,2,4,3,8,8,1,1,4,2,1
1063,2,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,1,2,2,2,0
1064,5,4,2,3,2,2,3,1,1,1,1,4,1,2,2,4,2,2,3,8,10,1,1,3,3,0
1065,5,4,4,4,4,4,2,3,1,4,1,4,3,3,3,4,2,4,2,6,7,3,1,1,1,1
1066,1,4,4,3,4,3,3,1,1,4,1,4,4,1,3,4,1,3,4,5,5,3,2,4,1,0
1067,4,3,2,2,2,2,3,1,1,3,1,4,4,3,1,4,2,3,3,5,8,1,1,3,1,0
1068,4,4,4,3,3,3,3,1,2,2,2,3,4,3,2,4,2,3,4,0,10,3,2,4,1,1
1069,4,4,4,3,3,3,2,2,2,3,1,4,4,3,2,4,3,2,2,7,5,1,2,2,2,0
1070,4,3,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,3,5,3,3,2,3,3,0
1071,5,2,3,2,4,4,3,1,1,4,1,4,1,1,1,4,1,4,4,2,5,3,1,1,3,1
1072,1,3,2,3,2,3,2,2,1,3,2,2,4,1,3,3,1,2,2,8,5,1,2,4,3,0
1073,2,3,2,3,2,3,2,1,1,3,1,4,4,3,2,3,2,2,2,2,5,1,2,4,3,0
1074,5,4,4,2,4,4,2,1,2,3,1,3,4,3,2,4,1,3,3,4,8,3,1,2,1,0
1075,1,3,3,3,2,3,2,1,2,2,2,3,3,3,1,4,2,3,2,3,3,1,2,3,3,0
1076,2,3,3,3,2,3,4,1,1,2,1,2,4,1,1,4,4,3,4,7,8,3,2,4,1,1
1077,2,3,2,3,2,2,3,1,1,3,1,3,4,2,1,2,1,2,3,2,5,3,2,2,2,1
1078,4,3,3,3,2,3,4,1,1,4,1,4,4,2,1,3,1,3,3,5,8,1,1,3,2,0
1079,4,3,4,1,3,3,3,1,2,3,1,4,3,2,2,4,1,4,1,8,8,3,1,4,1,0
1080,4,4,4,4,4,4,4,1,3,4,1,4,4,2,2,4,1,3,3,8,8,3,2,3,1,0
1081,2,3,4,3,3,3,3,1,4,4,4,4,4,1,2,3,2,3,3,6,6,3,2,3,1,1
1082,2,4,2,2,2,2,2,1,2,2,2,3,3,3,1,4,2,3,2,7,10,3,1,3,1,0
1083,2,2,3,2,3,3,3,2,4,3,2,3,4,2,3,3,2,3,3,0,10,1,2,4,2,1
1084,2,3,3,3,4,4,2,2,2,2,2,3,3,3,3,3,3,2,2,8,10,1,1,4,3,0
1085,1,2,1,2,2,2,2,1,1,3,1,4,3,3,1,1,3,2,2,2,2,3,2,2,2,1
1086,2,2,3,3,2,3,3,1,2,3,2,4,4,3,2,4,1,3,3,7,8,3,2,2,3,1
1087,2,3,3,3,3,3,3,1,2,3,2,3,3,2,2,3,2,3,2,7,8,3,2,2,1,1
1088,5,4,4,4,4,3,4,1,1,4,1,4,4,1,1,4,1,4,4,5,5,1,2,3,2,0
1089,2,3,4,3,4,4,2,1,1,3,1,4,3,1,1,3,1,4,2,2,7,1,2,2,3,1
1090,2,3,3,2,3,3,2,1,1,3,1,3,3,3,1,3,2,3,3,7,7,2,1,1,3,1
1091,4,3,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,5,6,3,2,2,2,1
1092,2,3,3,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,2,3,10,3,2,2,1,0
1093,1,4,4,4,4,1,1,2,1,3,3,4,4,4,4,1,4,3,4,2,3,1,2,3,3,0
1094,5,-98,-98,4,-98,3,3,2,2,-98,-98,4,4,1,-98,4,-98,-98,1,10,8,1,1,1,3,0
1095,2,2,3,2,3,3,3,2,2,2,2,4,4,3,2,3,2,2,3,3,6,3,1,3, ,0
1096,2,2,2,2,3,4,4,1,1,4,1,4,3,1,1,4,1,3,1,3,5,1,2,4,3,0
1097,2,3,2,3,2,3,4,1,2,3,1,3,2,3,1,2,1,2,4,1,1,3,2,2,3,0
1098,2,3,3,3,3,2,4,2,1,4,1,4,4,1,1,3,1,3,3,5,7,3,2,4,1,0
1099,4,4,3,3,2,1,3,3,2,2,2,3,2,3,1,2,2,3,4,7,8,1,2,1,2,1
1100,2,3,2,2,3,4,2,1,2,1,2,2,2,3,1,3,1,2,3,7,7,3,1,4,1,0
1101,2,3,4,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,1,5,3,1,3,2,1
1102,4,4,3,4,3,4,1,1,2,3,2,4,4,2,1,4,1,1,3,7,7,1,1,4,3,0
1103,4,3,3,2,2,3,2,1,2,3,2,3,3,3,2,2,3,2,2,5,7,3,2,2,1,1
1104,2,2,3,2,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,4,2,1,2,1,3,1
1105,4,4,3,3,3,4,4,2,1,3,1,4,4,2,2,3,2,3,3,4,0,1,2,2,3,0
1106,2,4,3,3,3,3,2,2,2,2,3,3,4,3,2,3,2,3,3,3,4,1,2,4,3,0
1107,1,2,3,3,2,2,4,1,1,4,1,4,4,1,1,3,1,4,4,8,8,3,1,4,2,1
1108,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,9,6,2,1,1,3,0
1109,2,3,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,3,3,5,1,1,3,2,0
1110,2,4,2,4,3,4,3,1,2,2,1,3,3,2,2,4,1,3,4,8,10,1,2,2,3,0
1111,2,3,3,3,2,3,2,2,2,3,2,3,3,3,2,3,3,2,2,8,9,1,1,4,3,0
1112,2,4,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,5,9,1,1,3,2,1
1113,4,4,4,3,3,3,2,2,3,3,1,4,2,3,2,4,3,2,3,10,10,1,1,1,3,1
1114,1,3,2,2,2,3,3,2,2,2,2,2,4,3,2,3,3,2,2,8,8,3,1,2,1,0
1115,2,3,2,2,2,2,3,2,1,3,1,4,4,2,2,3,1,2,1,8,5,1,1,3,3,0
1116,2,3,2,3,3,3,3,1,1,2,2,3,3,3,1,2,2,2,3,10,7,1,2,3,3,1
1117,2,3,2,2,2,2,4,1,1,4,1,4,3,3,3,4,1,3,3,5,8,1,1,3,3,0
1118,2,3,2,2,2,2,2,3,2,3,2,3,2,3,1,2,2,3,3,8,10,3,1,2,1,1
1119,2,3,2,2,2,2,2,1,1,3,1,3,2,2,2,4,2,3,3,3,8,3,2,3,1,0
1120,4,3,3,2,2,3,3,1,2,3,1,3,3,3,2,3,2,2,4,5,8,3,1,2,1,1
1121,2,3,3,3,3,3,2,1,1,2,1,3,4,3,2,3,2,2,3,5,7,3,2,3,2,0
1122,1,4,2,3,1,3,2,1,2,2,3,3,3,4,4,2,2,4,3,5,6,3,1,3,1,0
1123,4,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2,3,2,5,5,1,1,2,3,0
1124,2,3,2,2,2,2,2,2,1,3,1,3,3,2,2,3,2,2,3,8,7,1,1,3,3,0
1125,4,2,3,1,3,2,3,2,1,3,1,3,3,2,2,3,1,3,3,6,7,3,1,3,1,1
1126,1,2,2,2,1,2,3,2,2,3,2,3,3,2,3,3,1,2,2,5,5,3,2,2,1,1
1127,2,3,3,1,2,3,2,2,2,3,2,2,3,3,4,2,2,3,2,6,5,3,2,2,1,1
1128,2,3,2,1,2,2,3,2,2,3,2,4,3,2,1,3,1,2,4,8,7,3,1,4,1,0
1129,4,3,4,3,3,4,2,1,1,4,2,3,4,3,3,4,2,4,2,7,8,3,2,3,1,0
1130,1,3,3,2,3,4,2,1,1,3,2,4,4,3,2,3,2,2,3,1,8,1,1,3,2,0
1131,2,3,3,3,2,3,2,1,1,3,1,4,3,3,2,3,2,3,2,8,9,2,1,2,1,1
1132,1,1,1,2,2,2,3,2,2,3,2,4,4,3,2,2,3,2,2,3,10,3,1,4,1,1
1133,2,4,3,3,3,3,1,1,2,2,2,3,3,3,2,3,2,2,2,9,5,3,1,3,2,0
1134,5,3,4,3,3,3,2,2,3,2,2,3,3,3,2,2,3,2,2,0,0,1,1,3,3,0
1135,1,3,3,2,3,2,3,1,3,3,2,3,2,3,1,3,2,3,3,1,5,1,2,3,3,0
1136,4,4,4,4,3,3,3,1,2,3,2,3,3,3,2,4,2,3,2,6,7,3,1,4,2,0
1137,4,3,3,2,3,2,3,3,3,2,2,2,2,4,1,2,3,2,3,9,9,3,1,1,3,1
1138,2,3,3,2,2,2,2,1,3,2,2,3,3,3,2,3,3,3,2,8,7,1,2,2, ,0
1139,4,4,3,3,3,2,2,2,2,2,2,3,2,3,3,3,2,3,3,7,9,3,1,2,3,0
1140,4,4,3,3,3,4,2,1,2,2,2,3,3,3,2,3,2,3,3,2,8,3,2,2,1,0
1141,2,4,3,3,3,3,1,1,3,3,2,3,3,3,1,2,3,2,2,5,7,1,1,3,3,0
1142,2,4,4,3,4,4,1,1,2,3,2,2,4,3,2,3,2,3,1,8,7,3,1,1,3,1
1143,4,4,4,4,4,4,3,1,1,3,2,4,4,3,2,3,2,3,3,7,6,1,1,2,3,0
1144,4,3,3,3,2,3,2,1,1,3,1,3,2,3,1,3,2,4,3,7,5,1,2,4,3,0
1145,2,2,2,2,2,1,2,2,3,2,3,3,3,3,2,2,2,3,3,3,6,1,2,4,3,0
1146,2,2,2,1,2,2,2,1,2,3,1,4,4,3,2,2,2,2,3,5,6,3,2,4,1,1
1147,2,3,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,3,6,7,3,2,2,2,0
1148,2,2,3,3,3,2,2,2,2,2,2,3,4,2,2,3,2,3,2,3,8,3,2,2,1,0
1149,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,3,3,2,3,7,7,3,1,2,1,1
1150,4,4,4,3,3,4,2,1,1,4,1,4,4,1,1,4,1,4,4,7,5,1,2,2,2,0
1151,4,3,3,3,3,4,3,2,2,3,2,3,3,2,3,3,2,3,3,6,6,1,2,3,2,0
1152,2,3,2,2,2,3,3,2,3,2,1,3,3,3,2,2,3,1,2,3,8,3,2,2,1,1
1153,2,3,2,2,2,3,2,1,1,2,1,3,3,3,3,4,3,2,2,3,8,1,2,4,3,0
1154,1,2,3,2,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,7,9,3,1,2,1,1
1155,2,2,2,1,2,2,2,1,2,3,2,2,3,3,2,2,2,3,2,5,5,1,1,4,3,0
1156,4,3,4,3,4,4,4,1,1,4,1,4,4,1,1,4,1,4,1,8,7,3,2,1,2,1
1157,2,4,2,2,3,3,2,3,2,2,3,2,3,4,1,1,3,2,2,7,8,1,2, ,2,0
1158,2,3,3,2,2,3,2,2,1,3,1,3,3,2,2,3,2,4,2,5,6,1,2,2,3,0
1159,4,3,1,-98,-98,3,1,1,1,3,1,3,3,3,2,-98,1,-98,2,5,0,1,2,4,3,0
1160,2,3,2,2,2,1,2,2,2,1,3,2,3,3,2,2,2,3,3,3,7,3,1,2,2,0
1161,2,4,3,3,3,4,3,1,2,3,2,3,3,3,2,3,2,3,2,6,7,3,1,4,1,1
1162,4,3,4,2,3,4,4,2,2,3,2,3,2,3,2,4,2,2,3,7,9,1,1,3,3,0
1163,2,3,3,2,2,3,2,2,2,3,2,3,3,3,2,2,2,2,2,2,7,1,1,3,2,0
1164,4,2,2,3,3,4,3,1,2,2,2,3,2,3,1,4,2,2,3,6,7,1,1,3,2,0
1165,1,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,5,8,1,2,3,1,0
1166,2,3,3,2,2,3,2,2,2,2,2,3,4,3,2,3,3,3,3,5,7,1,2,4,3,0
1167,2,3,3,2,3,3,4,1,1,4,3,4,4,2,1,3,2,3,2,7,10,3,2,2,1,0
1168,4,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,2,8,7,1,2,2,1,0
1169,2,4,3,3,3,2,1,2,2,4,1,2,4,2,2,4,2,3,3,9,7,1,1,4,2,1
1170,2,3,3,1,3,3,2,1,2,2,2,4,4,3,2,4,1,4,2,2,8,3,2,1,1,1
1171,4,4,3,3,3,3,4,1,1,4,1,4,4,1,2,4,1,4,4,6,6,3,2,2,1,1
1172,2,4,3,3,1,2,2,2,1,3,3,3,3,3,2,4,2,3,3,8,2,1,1,3,3,0
1173,4,2,1,2,2,2,3,2,2,3,2,3,3,-98,2,2,2,3,3,4,9,1,2,2,2,0
1174,4,3,3,3,3,3,3,1,1,3,1,4,3,1,2,4,1,3,3,7,7,3,2,4,3,0
1175,1,3,2,3,1,2,1,1,2,3,1,3,2,2,4,4,1,2,2,10,9,1,1,2,1,0
1176,4,3,2,2,3,3,2,1,1,3,2,4,3,3,2,4,2,3,3,8,10,3,1,4,1,1
1177,2,3,2,3,2,2,2,2,2,3,2,3,3,2,3,3,3,2,2,7,7,1,1,3,3,0
1178,1,3,2,1,2,2,2,1,2,3,3,3,2,4,2,4,2,2,1,4,6,3,1,4,1,0
1179,2,2,2,1,3,3,2,4,1,3,2,3,4,2,2,4,2,3,3,6,6,3,2,2,1,0
1180,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,4,2,3,3,7,10,3,1,3,1,1
1181,4,2,4,2,3,3,3,1,2,3,1,3,4,2,1,4,1,-98,3,5,7,1,2,4,3,1
1182,2,4,3,3,3,3,2,1,2,3,2,1,2,3,2,3,2,3,2,5,6,1,2,3,3,0
1183,2,2,3,2,3,3,3,2,2,2,3,3,4,3,3,3,2,3,3,4,6,3,2,2,1,1
1184,2,4,4,2,3,3,3,1,2,2,2,3,4,3,2,4,2,3,3,7,8,1,1,3,1,0
1185,4,3,3,2,3,2,3,3,2,3,1,3,4,3,2,1,3,1,2,7,10,1,2,2,3,0
1186,2,2,3,2,3,2,4,2,1,3,4,4,4,1,2,2,2,3,3,5,10,3,1,2,1,1
1187,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,3,3,5,5,1,2,2,3,0
1188,2,3,2,2,2,2,3,2,2,3,2,3,4,2,2,3,2,2,3,3,9,1,2,2, ,1
1189,2,4,3,3,2,3,3,2,2,4,1,4,4,2,2,3,2,3,4,6,8,3,2,1,1,0
1190,5,3,3,2,2,3,3,2,2,3,1,3,3,3,1,4,2,2,3,6,5,1,2,3,2,0
1191,4,4,4,2,3,2,3,1,2,4,2,4,3,3,2,4,2,4,3,5,7,3,1,3,1,0
1192,4,4,3,3,3,3,3,2,2,2,2,2,4,3,2,3,2,2,3,7,5,3,2,2,2,0
1193,1,2,2,2,1,2,2,2,3,2,3,3,3,3,3,2,2,1,1,0,0,1, ,4,2,0
1194,2,3,2,2,3,3,2,1,3,2,2,3,2,2,4,2,3,2,1,6,6,1,1,2,2,0
1195,5,4,4,3,4,4,3,1,2,3,2,3,2,2,1,3,2,3,4,3,9,3,2,3,1,0
1196,4,3,3,2,3,3,2,3,2,3,3,4,4,3,2,2,2,3,3,2,10,1,2,2,3,0
1197,4,2,2,1,2,3,3,1,2,3,2,4,4,2,2,3,1,3,3,5,6,3,1,3,1,0
1198,2,3,3,3,3,4,3,1,1,3,1,4,3,3,1,4,2,3,3,5,8,3,2,2,1,0
1199,5,4,4,2,4,4,-99,2,2,3,-99,4,4,4,1,-98,1,-98,3,6,8,3,1,3,1,0
1200,4,2,4,2,3,4,3,1,1,3,2,4,4,2,1,4,1,4,4,5,5,3,2,2,1,1
1201,2,4,4,3,3,4,3,1,2,4,2,4,4,3,2,4,2,4,3,6,7,3,2,2,1,0
1202,4,3,3,1,3,3,3,1,2,3,1,4,4,2,2,4,1,3,4,4,7,3,2,4,1,0
1203,2,4,3,2,2,3,3,2,1,3,1,4,4,3,2,3,2,3,3,7,7,3,1,2,1,1
1204,2,3,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,2,2,5,8,3,2,3,1,0
1205,2,3,3,3,2,2,3,2,1,2,1,4,4,3,1,3,2,2,2,8,6,1,2,4,3,0
1206,4,3,3,2,2,3,3,2,2,3,2,3,4,3,2,2,2,2,3,6,6,3,2,2,1,1
1207,2,4,3,2,4,4,3,3,2,3,2,3,3,3,2,2,2,3,3,8,4,3,2,2,1,0
1208,2,4,2,2,2,2,2,2,3,2,3,2,2,3,4,2,3,2,2,8,7,1,1,3,3,0
1209,2,3,3,3,2,2,3,2,2,3,2,3,2,3,2,4,2,3,3,7,10,3,1,3,1,0
1210,4,3,4,2,3,4,2,2,2,2,2,3,3,3,2,3,2,3,3,5,4,1,1,4,2,0
1211,1,2,2,3,3,3,2,2,2,2,3,3,4,3,3,2,2,2,3,6,7,1,1,4, ,0
1212,2,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,2,2,6,8,3,1,3,1,0
1213,2,3,3,2,3,3,2,2,2,3,2,3,3,3,2,3,2,2,3,7,7,3,1,3,1,0
1214,4,3,3,1,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,5,5,3,2,3,3,0
1215,2,3,3,2,3,3,3,1,2,2,1,4,4,3,1,4,2,2,3,8,10,3,1,4,1,0
1216,1,3,2,3,3,3,4,1,1,3,1,4,3,1,1,4,1,3,4,7,8,1,1,3,2,1
1217,4,3,3,2,3,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,7,1,1,4,2,0
1218,2,3,3,3,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,6,6,1,1,4,3,0
1219,2,3,3,3,2,4,1,2,3,2,1,3,4,3,2,2,2,2,3,7,10,1,1,3,3,0
1220,2,3,3,2,3,3,3,1,2,3,2,3,2,3,2,3,2,3,3,5,5,3,2,3,2,1
1221,4,2,3,2,2,3,2,2,1,3,2,3,4,3,3,4,2,3,3,3,6,3,2,3,1,0
1222,2,2,1,1,1,1,2,1,3,2,1,2,2,3,1,4,3,2,2,7,10,1,2,2,2,0
1223,2,3,-99,-99,3,3,2,2,2,3,2,3,3,3,2,-98,-98,-98,2,8,7,1,2,3,3,0
1224,2,3,3,3,3,2,2,1,2,2,2,3,4,3,1,3,1,2,4,6,8,3,2,2,1,0
1225,4,3,3,3,2,3,2,1,1,3,1,4,4,1,1,3,1,3,2,6,5,1,2,4,3,1
1226,2,3,3,2,3,3,2,1,2,3,1,3,3,2,2,4,2,3,3,7,7,3,1,3,1,0
1227,2,3,2,2,3,3,2,2,2,3,3,2,2,3,1,2,2,3,1,7,5,1,1,1,3,1
1228,4,3,4,2,3,3,3,2,2,3,1,4,3,3,3,4,2,3,3,4,6,3,1,4,1,1
1229,2,2,3,3,2,4,3,1,1,4,1,4,3,1,1,2,1,2,2,7,9,3,1,3,1,1
1230,2,4,2,3,2,2,2,1,2,3,1,3,4,3,2,4,2,2,2,7,6,1,1,4,3,0
1231,2,4,4,3,3,3,2,2,2,2,3,3,3,3,2,3,-98,-98,-98,6,8,3,2,2,1,1
1232,1,4,3,2,3,4,4,1,1,4,1,4,4,1,1,4,1,3,4,9,8,1,2,4,2,1
1233,2,4,2,3,2,3,2,1,3,3,2,3,4,4,1,3,2,3,3,7,6,1,1,4,2,0
1234,2,3,3,2,2,2,3,2,3,2,2,2,3,4,3,3,2,2,3,5,5,1,2,2,2,0
1235,5,3,3,4,3,3,2,1,1,3,1,4,4,1,2,4,1,3,4,6,5,1,1,2,2,0
1236,2,3,3,3,2,4,3,1,1,2,1,3,3,2,2,3,1,3,3,5,8,1,1,4,3,0
1237,4,3,4,3,3,3,2,1,2,3,2,3,3,3,2,3,2,2,2,4,5,3,1,2,1,0
1238,2,2,2,2,2,2,3,1,3,3,1,3,2,3,2,3,2,3,3,8,7,1,1,3,2,0
1239,2,3,4,3,2,2,3,1,2,2,1,3,3,3,2,4,2,2,3,7,5,3,2,3,1,0
1240,4,4,3,4,3,4,3,1,1,3,1,4,4,1,2,4,1,3,3,3,5,1,2,4,2,0
1241,2,3,3,2,2,3,2,1,1,2,4,-98,3,-98,3,4,1,-98,2,8,8,1,1,3,1,0
1242,4,4,3,3,2,3,2,2,1,3,2,4,4,2,2,4,2,2,3,5,10,3,1,3,3,1
1243,2,3,3,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,2,5,6,3,2,1,1,0
1244,2,1,2,1,2,2,3,2,2,2,2,3,3,3,2,-98,-98,-98,3,3,9,3,1,2,1,1
1245,4,2,3,2,2,3,3,1,2,3,2,3,3,3,2,4,2,3,3,5,5,1,1,3,3,0
1246,2,1,3,2,2,2,4,1,1,3,1,4,4,1,1,4,1,4,2,0,0,1,2,4,3,1
1247,2,3,3,2,3,3,3,2,1,3,1,3,4,3,2,2,2,3,3,8,7,3,2,3,1,0
1248,2,2,2,3,3,4,3,1,3,2,2,2,3,3,1,3,3,2,1,5,7,1,2,3,3,0
1249,2,3,3,2,3,2,3,1,1,3,1,3,2,2,2,3,2,3,3,6,8,3,1,4,1,1
1250,1,3,2,3,2,2,2,3,3,1,2,3,4,2,3,3,2,-98,2,5,5,1,2,4,3,0
1251,3,4,4,3,2,2,2,2,2,2,2,2,3,4,2,3,2,3,3,7,7,2,2,2,2,0
1252,2,3,2,2,2,3,2,1,2,2,2,3,2,4,3,3,2,3,3,8,8,3,2,2,1,0
1253,4,3,4,2,3,4,3,2,1,1,1,4,4,1,1,4,1,3,4,8,9,2,2,2,1,0
1254,2,3,2,2,2,3,2,1,2,3,1,3,2,3,2,2,3,2,2,5,5,1,2,3,1,0
1255,2,4,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,6,6,1,1,4,2,0
1256,1,2,2,3,3,3,2,1,2,2,2,3,3,2,2,4,3,3,2,3,6,1,1,4,1,1
1257,2,4,3,3,2,3,2,1,4,3,1,4,3,1,2,4,1,2,4,6,6,3,1,2,1,0
1258,4,4,3,2,2,3,2,1,2,2,2,3,2,3,1,3,2,2,2,4,8,1,1,4,2,0
1259,4,3,1,2,2,2,3,2,2,3,2,3,3,2,1,2,3,3,2,7,8,1,2,4,3,0
1260,2,3,2,3,2,3,2,1,3,3,3,3,4,4,4,4,3,2,3,5,8,3,2,4,1,0
1261,2,3,4,2,3,4,2,1,1,2,1,4,4,1,2,3,1,4,2,7,7,3,1,4,1,1
1262,2,3,2,2,3,3,2,2,4,3,4,2,3,3,3,4,3,4,2,5,6,1,2,2,2,0
1263,2,4,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,5,8,3,1,2,1,0
1264,2,2,2,2,2,2,2,1,3,2,2,2,2,4,3,3,3,2,3,7,8,3,1,3,1,0
1265,4,4,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,5,7,3,1,4,1,0
1266,2,4,4,3,3,4,4,1,1,4,1,4,4,1,2,2,1,4,3,3,5,1,1,2,2,0
1267,2,3,3,2,3,3,3,1,1,4,1,4,3,1,2,4,1,3,4,6,7,3,2,1,1,1
1268,2,2,2,4,2,3,1,2,3,2,1,2,3,4,3,2,3,2,1,7,7,1,1,3,2,0
1269,2,3,2,4,2,3,3,1,2,3,2,4,3,3,2,3,2,3,3,5,7,3,1,2,1,1
1270,2,3,1,2,2,2,4,2,3,1,2,3,4,4,2,4,2,2,1,3,10,1,1,2,3,0
