,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,p_gender_sdc,p_age_group_sdc,p_education_sdc,gambled_before
0,2,2,3,3,3,3,2,2,1,3,2,3,4,3,2,4,2,2,2,5,5,3,2,3,1,1
1,1,4,2,4,4,4,3,2,2,2,2,4,4,4,3,4,2,3,2,2,8,3,2,4,1,1
2,2,2,3,2,2,2,3,2,3,2,3,2,4,2,3,2,2,2,3,3,3,-98,2,3,3,0
3,2,3,2,3,3,3,3,1,1,4,1,4,4,3,2,4,1,4,4,9,8,1,2,4,2,0
4,4,4,3,3,2,3,2,1,3,3,2,3,2,3,2,2,2,3,3,6,8,1,1,2,2,0
5,4,3,3,3,3,3,2,1,2,3,3,4,4,3,1,4,2,3,3,9,8,1,1,4,2,0
6,2,3,3,2,2,3,3,1,2,2,2,4,4,3,2,4,2,3,3,7,8,1,2,3,2,0
7,4,3,3,3,3,3,2,2,3,2,3,2,3,3,2,2,3,2,2,8,6,1,2,3,3,0
8,2,3,3,2,2,4,2,1,2,2,3,3,3,3,2,4,2,3,3,6,6,1,1,3,2,0
9,2,3,3,2,3,3,3,2,1,3,1,3,3,2,3,4,2,3,2,0,3,1,2,4,3,1
10,2,1,2,2,1,3,4,1,1,4,1,4,4,1,4,4,1,4,4,8,8,1,2,3,3,0
11,2,3,3,2,2,2,2,1,2,-98,3,3,3,3,2,3,2,2,2,8,7,1,2,3,2,0
12,4,3,4,3,4,4,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,1
13,2,3,3,3,2,3,4,1,1,4,1,3,3,2,1,4,1,3,3,5,7,1,2,4,3,0
14,2,3,2,3,2,2,2,1,1,3,1,3,3,2,2,3,3,2,4,4,5,3,1,2,1,1
15,2,3,1,2,3,3,1,1,1,3,1,4,4,3,1,4,1,4,-98,3,9,3,2,4,3,1
16,5,3,4,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,5,5,1,1,3,2,0
17,4,4,3,4,3,3,2,1,3,3,4,2,3,3,2,3,2,3,3,4,6,3,2,3, ,0
18,1,3,2,3,2,2,4,1,1,4,1,3,3,2,2,3,2,3,3,6,8,1,2,4,3,0
19,2,3,1,1,2,3,2,1,2,3,2,4,4,3,1,4,1,2,1,6,8,1,2,4,3,0
20,4,2,4,3,3,3,3,1,1,3,1,4,4,4,2,3,2,3,3,8,10,3,2,4,1,1
21,4,4,3,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,5,6,1,2,4,3,0
22,4,3,3,3,2,3,1,1,2,3,3,2,2,2,2,3,1,3,3,6,8,1,2,4,3,0
23,2,2,3,2,2,3,3,1,1,3,1,4,4,2,2,4,1,3,3,6,9,3,2,2,1,0
24,2,2,3,2,3,3,3,2,2,2,2,3,4,3,2,4,1,4,4,5,10,3,1,4,1,0
25,1,3,2,1,-98,3,2,2,1,1,2,3,3,4,3,3,1,2,4,10,10,1,1,4,3,0
26,4,3,2,3,3,2,2,1,1,4,1,4,4,2,2,3,2,3,2,5,10,3,1,4,2,1
27,2,2,2,3,2,2,2,1,1,3,1,4,3,3,3,3,1,2,2,6,5,3,2,2,2,0
28,2,3,3,1,3,3,3,1,1,3,1,4,3,3,1,4,1,2,3,6,8,1,2,4,1,0
29,4,3,3,2,2,3,3,2,2,3,1,4,3,3,2,2,2,2,3,8,8,3,2,2,1,0
30,2,3,3,3,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,3,1,2,4,3,0
31,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,3,3,6,7,3,2,4,1,1
32,4,3,2,2,2,3,2,1,1,4,2,4,4,3,1,3,1,3,4,7,6,3,2,4,1,0
33,1,3,3,2,2,2,3,1,1,2,1,3,2,3,1,3,2,-98,2,5,10,1,2,4,3,0
34,2,4,2,3,3,3,2,1,1,4,2,2,4,4,1,4,1,4,2,6,7,3,1,4,1,0
35,5,1,2,2,2,2,3,1,1,4,1,4,2,3,2,2,1,3,2,5,8,3,2,3,1,0
36,4,3,3,2,3,3,4,1,1,3,2,4,4,2,2,4,1,3,4,6,7,3,1,3,1,0
37,2,2,3,3,3,4,3,1,2,2,2,3,3,2,1,3,2,3,2,5,6,1,1,4,2,0
38,5,2,4,3,3,4,2,1,1,4,2,4,4,3,1,4,1,4,4,7,10,3,2,4,1,0
39,2,2,2,2,3,3,2,1,2,4,2,3,4,3,2,3,2,2,2,3,7,1,2,4,3,0
40,1,3,2,3,3,3,2,1,2,3,2,4,4,3,2,3,2,3,4,7,7,1,1,3,2,0
41,1,3,3,3,2,3,3,1,2,3,2,3,3,3,1,3,1,3,3,5,5,3,2,4,1,1
42,2,3,3,3,2,3,2,1,1,4,1,4,4,3,2,4,1,3,2,1,7,1,2,4,3,0
43,2,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,4,7,1,2,4,2,0
44,2,3,3,2,3,3,2,1,2,2,2,3,3,3,3,3,3,2,2,2,7,1,1,4,3,0
45,4,3,3,3,4,4,2,1,3,3,2,2,3,3,1,4,2,3,3,5,5,3,1,4,1,0
46,2,4,3,4,3,4,3,2,2,3,3,3,3,2,2,3,2,3,3,5,5,1,1,4,2,1
47,4,3,3,2,3,3,2,2,2,2,2,3,3,4,2,3,2,3,3,3,4,3,1,3,3,0
48,4,4,4,2,4,3,2,1,2,3,2,2,4,3,2,1,2,1,2,7,7,1,2,2,3,1
49,1,3,2,2,1,2,1,2,4,2,3,2,2,4,4,1,4,1,1,7,5,3,2,3,1,0
50,2,3,2,2,2,3,4,1,1,4,1,4,4,1,2,4,1,3,4,5,8,3,2,3,1,1
51,4,4,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,5,10,3,1,3,2,0
52,2,3,4,3,4,4,3,1,2,4,1,4,4,1,1,4,1,3,4,5,8,3,2,3,1,1
53,2,4,3,2,2,2,3,1,2,3,2,4,4,3,2,4,1,3,3,4,4,1,1,4,3,1
54,2,3,3,2,2,2,4,1,1,3,1,4,3,1,1,4,1,4,4,6,10,3,2,4,1,0
55,4,3,3,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,2,4,10,1,2,2,2,0
56,2,3,3,2,3,2,2,2,3,2,2,3,3,4,3,2,3,2,3,6,5,1,2,3,2,0
57,2,2,2,2,1,3,2,1,2,3,3,3,3,3,2,3,2,3,3,6,8,1,1,4, ,0
58,4,2,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,2,5,5,1,1,4, ,0
59,4,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,7,7,1,1,3,2,0
60,5,3,3,3,3,3,3,1,1,3,1,3,3,1,1,3,1,3,3,0,5,1,2,4,3,1
61,2,3,3,3,2,3,2,2,1,2,1,3,1,3,1,4,2,3,3,2,6,1,1,4,3,0
62,2,3,2,2,2,2,4,1,2,3,1,2,3,3,2,3,1,3,3,7,8,3,2,3,2,0
63,2,3,2,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,5,7,1,2,3,2,0
64,4,3,3,4,3,3,1,1,4,3,1,1,4,3,1,3,1,4,4,-98,8,1,2,4,3,0
65,1,3,3,2,3,3,2,2,3,2,2,3,2,4,2,3,2,3,4,7,7,3,1,4,1,0
66,4,3,3,2,2,3,3,2,2,3,2,4,4,2,2,3,1,4,3,5,0,1,2,4,3,1
67,4,3,3,4,4,3,4,1,1,4,1,4,3,1,1,4,1,4,4,1,0,1,2,4,1,1
68,2,3,3,3,3,3,2,2,3,2,3,2,2,3,1,2,3,2,2,5,8,3,2,2,1,0
69,2,2,2,3,3,2,2,1,1,3,1,3,3,3,1,3,2,3,3,5,5,3,2,2,1,0
70,2,3,3,3,3,3,4,2,3,3,2,4,3,-98,2,3,2,3,-99,5,5,3,2,4, ,1
71,2,3,4,2,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,8,7,1,2,2,2,0
72,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,8,8,3,1,3,2,0
73,1,3,1,3,2,3,2,2,3,2,2,3,4,3,1,3,2,2,2,1,8,2,2,2,2,0
74,2,4,3,3,3,3,3,2,1,3,1,3,4,2,1,3,1,4,1,0,0,3,2,4,1,0
75,2,3,3,3,3,4,3,1,2,2,1,4,4,2,1,4,1,4,4,4,7,3,2,4,3,1
76,2,3,3,3,2,3,3,2,1,3,1,4,4,2,1,3,2,3,1,3,4,1,2,4,3,1
77,4,4,3,2,3,3,2,1,1,3,1,3,4,1,2,3,1,3,3,8,10,3,1,3,1,1
78,2,3,3,3,2,2,4,1,1,3,1,4,4,1,1,4,1,3,4,8,10,3,2,4,1,0
79,4,4,4,3,3,3,2,2,2,3,1,3,4,2,2,2,2,2,2,6,10,1,1,2,2,1
80,2,2,3,2,3,2,2,1,2,3,2,3,2,3,2,3,3,2,3,7,8,3,1,3,1,0
81,2,3,2,3,2,2,3,2,2,3,2,3,3,3,2,3,2,2,3,5,6,3,2,2,1,0
82,4,2,4,2,3,4,3,1,1,-98,2,3,-98,1,-98,4,1,3,3,8,8,3,1,3,1,1
83,2,4,3,2,2,2,1,2,3,1,4,2,4,4,2,4,2,2,4,4,6,3,2,2,1,0
84,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,2,2,2,2,5,1,2,4,3,0
85,4,4,3,3,3,3,2,3,3,4,3,3,3,4,1,2,4,2,2,7,8,1,1,2,2,0
86,2,3,3,3,4,3,4,1,1,4,1,4,4,2,1,2,2,3,4,1,7,3,1,3,1,0
87,2,4,3,2,3,2,2,2,1,4,1,3,4,1,1,1,3,2,2,2,10,3,2,1,3,1
88,2,3,3,2,2,3,3,1,2,3,2,3,3,3,2,2,2,3,3,5,8,1,2,2,2,0
89,2,3,3,2,3,3,2,2,3,3,3,2,3,4,2,2,3,2,2,7,5,1,2,2,3,0
90,4,3,3,3,3,3,2,2,2,2,3,3,2,3,1,3,2,3,3,8,6,3,1,3,2,0
91,4,3,3,3,2,3,4,1,3,2,2,3,3,3,3,4,1,3,4,6,6,3,2,2,3,0
92,1,3,3,3,3,4,4,1,1,4,1,4,4,2,1,4,1,4,4,5,6,1,2,4, ,0
93,2,3,2,2,2,3,2,2,2,3,1,3,4,3,2,3,2,3,2,3,6,3,2,2,1,0
94,2,3,3,3,2,3,3,1,2,3,1,2,4,3,2,3,2,3,3,5,5,1,1,4,3,0
95,4,2,2,2,2,3,2,2,3,2,2,3,3,3,2,3,2,3,3,6,7,2,2, ,2,0
96,4,3,3,3,1,3,2,2,3,3,-98,3,2,3,2,3,3,2,2,8,5,1, ,4,2,0
97,4,3,2,2,3,4,2,1,2,3,1,3,3,3,2,3,2,2,2,5,8,3,1,2,1,1
98,4,3,3,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,8,8,1,2,3,2,0
99,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,7,5,1,2,3,2,0
100,4,3,3,3,2,3,4,4,1,4,1,4,4,4,1,3,1,1,1,3,2,3,1,3,1,0
101,5,4,4,4,4,3,2,1,1,3,1,2,3,1,-98,4,1,4,-98,0,10,3,1,2,1,0
102,2,3,2,3,3,3,2,2,3,2,3,2,2,4,2,2,3,2,2,6,4,1,1,4,3,0
103,2,3,3,2,3,3,4,1,1,3,1,4,4,1,3,1,2,3,2,5,5,1,2,4,2,1
104,4,2,3,2,3,3,3,1,2,3,2,4,3,2,2,4,1,2,3,8,5,1,2,4,2,0
105,4,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,3,2,5,7,1,2,4,2,0
106,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,4,2,2,1,7,5,1,2,2,2,0
107,2,3,3,2,3,2,3,1,1,3,1,4,4,1,1,4,1,4,2,3,5,1,2,3,2,1
108,5,4,4,4,4,3,2,2,2,3,3,1,1,3,2,4,2,3,2,8,10,3,2,3,1,0
109,2,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,2,3,3,5,7,3,2,4,1,0
110,2,3,3,3,4,4,2,1,1,4,1,4,4,1,1,4,1,3,3,8,8,3,2,2,1,1
111,2,2,3,3,2,2,2,2,1,4,1,4,4,2,2,3,2,3,3,8,7,3,1,2,1,1
112,4,4,3,3,3,4,3,2,2,3,3,3,3,3,2,2,3,2,2,8,4,3,1,2,2,0
113,2,3,3,2,3,2,2,1,4,3,2,3,4,2,3,3,4,3,2,8,6,1,1,4,3,0
114,2,2,2,2,2,3,3,1,1,3,2,4,4,3,2,3,2,2,4,3,5,3,2,3,1,1
115,4,3,4,2,3,4,3,1,1,3,1,4,4,1,2,4,1,3,4,4,7,3,1,4,1,0
116,2,3,3,1,3,3,4,1,2,3,2,4,3,2,1,3,2,3,4,6,9,3,2,4,1,1
117,2,3,2,2,2,2,1,1,4,2,1,3,2,2,1,2,2,2,4,3,7,1,2,4,3,0
118,4,4,4,3,4,4,1,1,1,2,1,4,4,1,1,4,3,1,1,8,10,1,1,3,3,0
119,2,2,3,2,2,3,3,1,2,3,2,3,4,2,2,3,2,3,3,7,4,1,2,2,2,0
120,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,9,10,3,1,2,1,0
121,2,4,3,4,3,3,1,2,3,2,3,3,3,4,2,1,4,1,1,8,7,2,1,2,2,0
122,1,3,3,1,2,3,2,2,3,2,2,3,3,4,2,3,2,2,3,5,7,3,2,2,1,0
123,2,4,4,3,3,4,3,2,3,3,2,3,3,4,2,3,3,2,3,6,5,2,2,1,3,1
124,2,3,3,2,4,4,3,1,1,4,1,4,4,3,1,4,1,4,4,7,10,3,1,3,3,1
125,1,1,1,2,2,2,2,2,3,2,2,4,4,3,2,2,2,2,2,5,5,3,2,4,1,0
126,1,2,1,1,1,3,3,2,2,3,2,3,3,2,2,3,2,2,3,5,7,1,2,4,1,0
127,2,4,3,3,3,3,2,1,2,3,2,3,2,3,2,4,2,2,1,5,8,1,1,3,2,0
128,4,4,3,3,2,3,2,1,1,3,1,3,3,2,1,3,2,3,2,9,10,3,2,4,1,0
129,2,2,3,3,4,3,2,2,2,2,2,2,3,3,2,3,3,2,3,5,10,3,2,3,1,0
130,2,3,2,3,3,2,3,1,2,2,2,4,3,3,2,3,2,2,3,7,5,3,1,2,1,1
131,2,3,3,3,3,3,4,1,1,4,1,4,4,1,2,3,1,3,4,5,8,3,2,4,1,1
132,5,3,3,3,2,3,2,2,3,2,2,2,2,4,3,2,3,2,2,5,7,1,1, ,2,1
133,2,4,3,3,3,3,3,1,1,3,2,4,3,1,1,4,1,3,4,5,8,3,2,3,1,0
134,2,2,4,3,3,3,3,2,3,2,3,2,3,4,2,2,2,3,3,6,8,3,2,2,3,0
135,1,2,3,3,1,2,3,1,1,3,2,3,3,2,2,4,1,3,3,8,10,3,1,4,1,1
136,2,3,3,3,3,4,2,1,2,2,3,3,3,4,2,4,3,2,2,7,8,3,2,2,1,1
137,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,3,2,3,3,6,7,3,1,3,1,0
138,4,3,3,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,6,4,1,1,3,3,0
139,2,3,3,2,2,2,3,2,2,-98,2,3,3,2,-98,-98,2,-98,3,6,8,3,1,4,1,1
140,4,3,3,3,2,2,2,3,1,3,1,4,3,3,3,3,3,3,2,6,7,3,1,2,3,1
141,2,3,3,3,2,3,3,2,2,3,2,4,4,2,1,2,2,3,2,2,5,1,2,3,3,0
142,4,2,2,2,2,3,2,1,1,3,1,4,4,3,1,2,1,2,3,6,10,3,2,3,1,1
143,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,7,7,3,1,4,1,1
144,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,2,2,3,3,4,8,3,2,1,1,0
145,4,3,3,2,3,3,3,1,1,2,1,4,4,1,1,4,1,3,3,3,8,1,2,4,3,1
146,2,4,3,2,1,2,2,1,2,3,2,4,-98,2,-98,4,2,3,3,3,7,3,1,4,1,1
147,2,3,2,4,2,2,2,2,1,3,1,2,4,4,4,2,3,3,2,8,6,1,2,2,3,0
148,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,2,2,9,3,2,2,1,1
149,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,3,2,2,3,6,6,1,2,3,3,0
150,2,3,3,4,2,3,2,3,2,2,3,3,3,3,3,4,3,2,2,5,1,1,2,3,2,1
151,2,4,4,4,4,4,1,2,3,3,2,2,2,4,1,4,2,2,2,6,4,1,1,2,2,0
152,5,4,4,3,3,4,2,2,2,3,2,3,4,3,2,3,2,3,3,8,8,3,1,4,1,1
153,4,4,3,3,2,4,2,2,2,2,2,3,2,2,3,3,2,2,3,8,8,1,1,4,2,0
154,2,3,3,2,3,3,3,1,2,4,4,4,4,3,2,2,2,2,2,8,5,3,1,3,2,0
155,4,4,3,4,3,3,2,1,1,2,2,3,2,3,1,4,1,3,3,10,5,1,1,4,3,0
156,4,3,3,2,2,3,3,2,2,3,2,3,3,3,1,3,2,-98,3,6,7,1,1,4,2,0
157,1,3,1,3,1,3,2,2,2,3,4,3,2,3,2,2,4,-98,2,7,6,1,1,4,3,0
158,4,2,4,2,3,2,2,1,2,2,2,3,3,2,2,3,2,3,4,5,10,1,1,4, ,1
159,2,2,3,2,2,2,3,1,1,2,2,3,4,3,2,3,2,3,4,7,5,3,1,1,1,0
160,4,4,4,3,4,4,3,1,1,4,1,4,4,1,2,4,1,4,3,8,5,3,1,2,1,1
161,4,3,3,3,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,4,1,2,4,3,0
162,2,4,4,3,4,4,4,1,1,4,1,4,4,1,1,4,1,4,3,10,5,1,1,1,2,0
163,2,4,3,3,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,5,5,1,2,1,2,0
164,1,3,2,2,2,2,2,1,3,3,1,3,3,3,2,2,2,2,3,5,4,1,2,2,2,1
165,2,3,2,2,2,3,2,1,2,2,1,3,3,2,1,3,2,2,2,3,7,1,2,4, ,0
166,4,3,3,3,2,4,-98,2,2,3,2,4,4,2,2,4,1,3,-98,7,8,1,1,4,2,0
167,2,3,4,2,3,3,4,1,1,-98,2,3,3,3,1,4,1,3,3,3,7,3,2,3,2,0
168,2,4,3,3,3,3,4,1,1,3,1,3,4,1,1,4,2,2,3,5,8,3,2,2,1,1
169,2,3,2,2,2,2,2,1,1,2,1,3,3,3,2,3,2,2,2,2,4,1,1,4,2,0
170,4,3,2,3,3,3,2,1,2,2,2,2,2,3,2,3,2,2,3,2,8,2,2,1,3,1
171,2,3,3,3,3,3,3,2,2,3,2,4,3,2,2,3,2,3,3,5,5,3,2,3,1,1
172,4,2,2,2,2,3,3,1,1,2,1,1,3,2,1,4,1,3,3,7,7,3,1,4,1,0
173,4,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,3,7,1,1,3,2,0
174,2,4,4,3,3,4,3,2,3,3,2,3,4,3,2,3,2,3,2,7,8,3,1,1,3,0
175,2,3,3,2,3,3,3,2,2,3,2,3,4,2,2,3,2,3,3,7,7,1,2,3,3,0
176,2,3,4,2,3,4,3,2,2,1,3,3,2,4,2,2,1,3,2,0,0,3,1,1,1,0
177,2,4,3,2,3,4,4,1,1,3,1,4,4,2,2,3,1,2,4,0,10,3,1,2,1,0
178,2,3,3,2,2,1,1,3,1,2,1,4,3,1,2,2,1,3,3,9,10,3,2,2,2,1
179,2,2,2,2,2,1,3,3,1,3,1,2,3,3,1,2,2,2,3,5,5,3,2,2,1,0
180,2,2,2,2,2,2,2,2,3,4,1,3,4,1,3,3,2,2,2,4,8,3,2,2,1,0
181,2,3,4,4,4,4,3,1,2,3,1,3,4,2,1,3,2,2,3,6,4,2,2,1,3,1
182,2,3,3,2,2,4,2,1,1,4,2,3,4,3,2,4,2,3,3,8,8,3,1,2,1,0
183,2,3,3,2,2,3,3,1,2,2,2,3,3,3,2,4,2,-98,-98,6,8,3,2,2,1,1
184,1,3,3,1,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,1,8,1,2,4,3,0
185,2,1,3,1,4,3,2,1,2,4,1,3,3,3,1,1,3,2,2,7,6,1,2,3,1,0
186,2,2,3,2,3,2,2,1,2,3,2,3,3,3,1,3,3,2,2,0,7,1,1,4,3,1
187,1,3,3,2,2,3,2,1,2,2,2,4,4,3,3,4,2,3,3,4,7,1,1,4,3,0
188,2,3,4,3,3,3,1,1,4,2,2,4,3,3,1,2,3,2,1,2,7,1,2,4,3,0
189,4,3,4,3,4,4,3,1,1,3,2,4,4,2,1,4,1,3,3,1,8,1,1,4,2,1
190,2,4,4,3,2,3,1,1,3,1,3,2,2,4,2,3,2,2,3,5,7,3,1,4,3,0
191,4,3,3,4,3,4,2,1,2,3,1,3,2,3,2,4,2,4,3,7,6,1,2,4,2,0
192,2,2,3,2,2,3,3,1,1,2,1,3,3,3,1,3,2,4,3,4,7,3,2,3,1,0
193,5,3,3,3,3,3,3,2,1,3,1,4,3,3,1,4,1,3,4,8,9,3,1,3,1,0
194,1,2,3,2,3,4,3,1,2,2,2,4,3,3,3,4,2,3,3,4,8,3,1,3,2,0
195,2,4,3,3,3,3,2,1,2,3,2,3,3,2,3,3,2,3,2,7,6,3,1,3,1,0
196,4,4,3,3,2,3,2,2,3,3,2,4,3,3,3,2,1,2,3,8,8,3,1,4,1,0
197,4,4,3,3,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,5,8,3,2,2,1,0
198,4,2,1,2,2,2,2,2,3,2,3,2,2,4,3,2,4,2,2,5,5,3,2,4,3,0
199,2,3,3,2,4,3,2,1,1,3,1,4,4,4,4,4,1,4,1,9,9,1,2,3,1,1
200,2,4,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,8,8,1,2,3,3,0
201,4,4,3,4,2,3,2,1,1,3,1,3,3,1,1,4,1,3,3,7,8,3,2,2,2,0
202,4,3,4,-98,-98,3,2,2,2,3,2,3,3,3,3,3,2,2,2,6,4,1,2,2,2,0
203,4,2,3,2,2,2,3,1,4,4,4,3,4,3,2,4,2,3,3,8,5,3,2,3,1,1
204,4,2,4,2,3,3,2,1,2,3,2,4,4,3,2,4,1,4,3,5,5,2,2,4,1,1
205,4,3,3,3,2,3,2,1,2,2,4,2,2,4,3,3,2,2,3,4,7,1,1,3,2,0
206,5,4,4,3,3,4,4,1,1,3,1,4,4,1,1,3,1,1,4,7,7,3,2,2,1,1
207,2,4,3,3,3,4,2,1,2,2,2,3,2,2,1,4,3,2,2,7,8,1,1,4, ,1
208,2,4,2,3,3,2,3,1,1,3,1,3,3,1,1,4,1,2,4,3,10,1,1,3,3,1
209,4,3,3,3,3,3,2,2,1,3,1,3,3,3,3,3,2,3,2,4,2,3,2,4,1,0
210,2,4,4,3,3,4,2,1,3,2,3,3,3,3,2,4,2,3,2,8,5,3,1,4,2,0
211,2,3,3,3,2,3,3,2,2,4,1,3,2,2,2,3,2,3,3,9,7,3,2,3,2,0
212,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,4,7,3,1,4,1,0
213,2,3,3,3,2,3,3,1,2,3,2,3,3,1,2,3,2,3,3,4,7,1,2,4,3,0
214,2,3,3,2,3,3,3,2,1,3,2,3,4,3,1,4,2,3,4,5,7,3,2,2,1,1
215,2,3,2,2,2,2,3,1,2,3,1,3,2,3,1,4,2,3,3,9,10,1,2,4, ,0
216,2,3,2,3,2,2,2,3,3,2,3,2,2,4,3,2,3,2,2,8,9,3,1,3,2,0
217,4,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,2,3,3,7,8,3,1,4,1,1
218,2,2,3,2,2,2,4,1,1,3,1,4,4,1,2,3,1,2,4,7,8,1,2,4,3,0
219,2,4,3,3,3,4,2,1,2,3,1,3,3,3,2,3,3,2,3,7,7,1,2,4,3,0
220,4,3,4,2,3,3,2,1,2,2,2,3,4,3,2,3,2,3,2,5,8,3,2,3,1,0
221,4,3,-99,2,-98,3,2,1,2,2,2,4,3,3,2,3,2,-98,-98,6,7,1,2,4,3,0
222,2,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,2,2,3,4,7,2,1,1,2,1
223,2,4,2,2,2,3,3,1,2,4,1,4,3,2,1,4,1,3,4,8,7,3,1,4,1,1
224,4,4,4,4,3,4,3,1,2,3,2,3,3,3,2,4,2,3,2,3,7,3,2,4,1,0
225,4,3,3,3,3,3,2,1,4,2,1,4,1,3,2,3,2,3,2,6,5,1,2,4,3,0
226,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,4,9,1,2,4,2,0
227,2,3,2,2,2,3,4,1,1,2,1,3,3,3,1,4,2,3,3,6,6,1,1,4,2,0
228,4,3,3,2,3,3,4,1,1,2,1,4,3,2,2,4,1,2,4,6,8,3,1,3,1,1
229,5,4,4,4,3,3,1,1,1,4,1,4,4,4,1,4,1,1,1,10,7,1,1,4,3,0
230,2,3,3,2,2,3,4,1,1,4,1,4,4,3,2,4,1,3,4,5,8,3,2,3,1,1
231,2,3,2,2,2,3,3,1,1,3,1,3,4,2,1,3,1,3,4,3,7,3,2,3, ,0
232,2,3,3,2,2,3,2,2,3,1,2,2,3,3,2,3,3,3,2,6,4,1,2,3,2,0
233,4,2,3,2,3,3,3,1,1,3,1,4,4,1,1,4,1,2,2,6,8,1,2,4,1,1
234,2,3,3,2,3,3,2,1,2,2,2,3,2,3,3,3,2,2,2,4,8,3,1,2,1,0
235,5,3,4,2,3,4,3,1,2,2,3,4,4,3,3,4,2,4,4,5,9,3,2,4,1,0
236,4,4,4,3,3,4,4,1,1,4,1,4,4,1,1,4,1,4,4,0,10,3,2,3,1,1
237,2,3,2,3,2,3,3,1,1,3,2,3,4,1,1,3,1,3,2,5,5,1,1, ,3,1
238,1,-98,1,1,1,2,2,1,1,-98,1,4,1,1,1,3,1,4,-98,8,-98,1,2,4, ,0
239,2,2,3,2,3,3,3,1,1,2,2,3,3,2,2,4,2,3,3,7,8,3,2,4,1,1
240,5,3,4,2,4,3,2,3,3,3,2,2,3,3,1,2,2,3,3,8,9,3,2,3, ,0
241,2,3,3,2,3,4,3,1,2,4,3,3,3,3,3,4,3,2,3,4,7,3,2,3,1,1
242,2,4,3,3,3,3,3,1,2,3,1,4,4,3,2,3,1,3,3,7,7,1,2,3, ,0
243,4,1,4,1,1,3,1,3,3,1,1,3,3,4,4,-98,2,-98,1,3,8,3,1,4,1,0
244,4,3,3,2,2,3,3,1,1,3,1,4,3,2,2,4,2,3,3,4,3,3,1,4,1,0
245,4,3,4,3,4,4,2,1,1,2,2,4,2,3,2,4,2,-98,3,5,4,3,1,4,1,0
246,4,3,3,2,3,3,3,2,2,2,2,3,2,3,2,2,-98,-98,3,3,5,3,2,4,1,0
247,4,2,3,2,3,4,3,2,2,3,3,3,3,3,3,4,4,3,3,7,8,3,1,4,1,0
248,2,3,2,2,2,3,3,4,1,2,1,4,4,2,1,3,2,2,3,7,7,1,2,4,2,1
249,4,3,3,2,3,3,3,1,2,3,1,4,4,2,2,3,2,3,2,5,8,1,2,4,2,0
250,2,3,3,2,2,2,1,2,3,2,1,3,4,4,2,2,2,3,3,4,3,1,1,3,3,0
251,4,4,4,2,3,4,2,1,4,2,1,4,3,3,3,4,1,4,3,5,7,3,1,4,2,1
252,4,4,4,2,3,4,2,1,2,-98,2,3,3,3,1,1,1,-98,2,3,-98,3,1,4,1,0
253,4,3,3,3,2,3,3,1,1,4,1,4,4,3,2,4,1,3,3,3,4,1,2,3,2,0
254,4,4,4,2,2,3,3,1,1,3,1,3,4,2,2,3,1,3,3,6,7,1,1,4,2,1
